StudyID,Study..Authors.,PublicationYear,StudyLabel,Title,Status,Country,Comparison.within.study,ComparisonID,Outcome.battery,Subscale.subtest,Type.of.test,Diagnostic.Status,CG.status,Pre.TG.Mean,Pre.TG.sd,Pre.TG.N,Pre.CG.Mean,Pre.CG.sd,Pre.CG.N,Post.TG.Mean,Post.TG.sd,Post.TG.N,Post.CG.Mean,Post.CG.sd,Post.CG.N,Cohen.d,OutcomeType,OutcomeDetail,Reliability,outcomeSign,Time,InterventionType,InterventionType.Detail.1,InterventionType.Detail.2,Setting,Design,Session.duration,N.of.sessions,N.of.weeks,M.Age..months.,Age.Range,M.Age.TG,M.Age.CG,Estimated.mean.age,Age.group,M.IQ.TG,M.IQ.CG,ClaimTitleAbstract,Statistical.inference,Post.hoc,critical.threshold,explicit.alpha,pvalue.correction,Effect.size.reported,Nxgroup,EffectSize,Vi
32,Shaywitz,2017,Shaywitz et al. (2017),"Effect of Atomoxetine Treatment on Reading and Phonological Skills in Children with Dyslexia or Attention-Deficit/Hyperactivity Disorder and Comorbid Dyslexia in a Randomized, Placebo-Controlled Trial",Published,USA,Pharmacological treatment vs Placebo,37,"WJ, TOWRE, CTOPP, GORT","word, pseudowords, contextual reading",standardized,Clinical assessment,Control,,,20,,,22,,,20,,,22,0.197,Comprehension,Comprehension,,Positivo,pre-post,Medical treatment,Medical treatment,Pharmacological treatment,,randomized,,,,,,147.6,153.6,150.7428571,Child,IQ > 80,IQ > 80,Effective,t-test on gains by group,,p < 0.05,yes,no,Cohen d,21,0.197,0.039204593
32,Shaywitz,2017,Shaywitz et al. (2017),"Effect of Atomoxetine Treatment on Reading and Phonological Skills in Children with Dyslexia or Attention-Deficit/Hyperactivity Disorder and Comorbid Dyslexia in a Randomized, Placebo-Controlled Trial",Published,USA,Pharmacological treatment vs Placebo,37,"WJ, TOWRE, CTOPP, GORT","word, pseudowords, contextual reading",standardized,Clinical assessment,Control,,,20,,,22,,,20,,,22,0.184,Text,Oral reading quotient,,Positivo,pre-post,Medical treatment,Medical treatment,Pharmacological treatment,,randomized,,,,,,147.6,153.6,150.7428571,Child,IQ > 80,IQ > 80,Effective,t-test on gains by group,,p < 0.05,yes,no,Cohen d,21,0.184,0.039138795
32,Shaywitz,2017,Shaywitz et al. (2017),"Effect of Atomoxetine Treatment on Reading and Phonological Skills in Children with Dyslexia or Attention-Deficit/Hyperactivity Disorder and Comorbid Dyslexia in a Randomized, Placebo-Controlled Trial",Published,USA,Pharmacological treatment vs Placebo,37,"WJ, TOWRE, CTOPP, GORT","word, pseudowords, contextual reading",standardized,Clinical assessment,Control,,,22,,,28,,,22,,,28,0.025,Word,Sight word,,Positivo,pre-post,Medical treatment,Medical treatment,Pharmacological treatment,,randomized,,,,,,147.6,153.6,150.96,Child,IQ > 80,IQ > 80,Effective,t-test on gains by group,,p < 0.05,yes,no,Cohen d,25,0.025,0.032830103
33,Toste,2019,Toste et al. (2019),Replication of an Experimental Study Investigating the Efficacy of a Multisyllabic Word Reading Intervention With and Without Motivational Beliefs Training for Struggling Readers,Published,Usa,Multisyllabic reading vs Control,38,Woodcock-Johnson III e TOWRE-2,"words, nonwords",standardized,Assessed by the authors,Business as usual control,38.68,4.73,34,38,3.79,37,46.91,1,34,39.5,3.31,36,,Word,BW Affix List,.83-.96,Positivo,pre-post,Phonics instruction,phonics instruction,Multisyllabic Word Reading Intervention With and Without Motivation,Group,randomized,40,40,10,,4th-5th elementary,,,120,Child,,,Effective,LMM covarying pre-test,regression contrasts,p < 0.05,no,Benjamini-Hochberg on all tests,Cohen d,35.5,1.560567137,0.041019536
33,Toste,2019,Toste et al. (2019),Replication of an Experimental Study Investigating the Efficacy of a Multisyllabic Word Reading Intervention With and Without Motivational Beliefs Training for Struggling Readers,Published,Usa,Multisyllabic reading vs Control,38,Woodcock-Johnson III e TOWRE-2,"words, nonwords",standardized,Assessed by the authors,Business as usual control,67,16.43,34,62.81,14.46,37,80.29,12.09,34,66.89,13.06,36,,Word,Big word list,.83-.96,Positivo,pre-post,Phonics instruction,phonics instruction,Multisyllabic Word Reading Intervention With and Without Motivation,Group,randomized,40,40,10,,4th-5th elementary,,,120,Child,,,Effective,LMM covarying pre-test,regression contrasts,p < 0.05,no,Benjamini-Hochberg on all tests,Cohen d,35.5,0.590240762,0.025359137
33,Toste,2019,Toste et al. (2019),Replication of an Experimental Study Investigating the Efficacy of a Multisyllabic Word Reading Intervention With and Without Motivational Beliefs Training for Struggling Readers,Published,Usa,Multisyllabic reading vs Control,38,Woodcock-Johnson III e TOWRE-2,"words, nonwords",standardized,Assessed by the authors,Business as usual control,96.44,8.57,34,94.78,5.43,37,97.09,9.85,34,93.42,5.9,36,,Word,WID (Woodcock-johnson III),.83-.96,Positivo,pre-post,Phonics instruction,phonics instruction,Multisyllabic Word Reading Intervention With and Without Motivation,Group,randomized,40,40,10,,4th-5th elementary,,,120,Child,,,Effective,LMM covarying pre-test,regression contrasts,p < 0.05,no,Benjamini-Hochberg on all tests,Cohen d,35.5,0.279735006,0.023332107
33,Toste,2019,Toste et al. (2019),Replication of an Experimental Study Investigating the Efficacy of a Multisyllabic Word Reading Intervention With and Without Motivational Beliefs Training for Struggling Readers,Published,Usa,Multisyllabic reading vs Control,38,Woodcock-Johnson III e TOWRE-2,"words, nonwords",standardized,Assessed by the authors,Business as usual control,95.09,6.91,34,94.62,7.21,37,96.5,7.48,34,92.97,6.16,36,,Pseudoword,WAT (Woodcock-johnson III),.83-.96,Positivo,pre-post,Phonics instruction,phonics instruction,Multisyllabic Word Reading Intervention With and Without Motivation,Group,randomized,40,40,10,,4th-5th elementary,,,120,Child,,,Effective,LMM covarying pre-test,regression contrasts,p < 0.05,no,Benjamini-Hochberg on all tests,Cohen d,35.5,0.428207532,0.024120836
33,Toste,2019,Toste et al. (2019),Replication of an Experimental Study Investigating the Efficacy of a Multisyllabic Word Reading Intervention With and Without Motivational Beliefs Training for Struggling Readers,Published,Usa,Multisyllabic reading vs Control,38,Woodcock-Johnson III e TOWRE-2,"words, nonwords",standardized,Assessed by the authors,Business as usual control,84.59,6.1,34,86.03,6.64,37,90.85,8.5,34,89.08,8.53,36,,Word,SWE (Test of word reading efficiency-2),.83-.96,Positivo,pre-post,Phonics instruction,phonics instruction,Multisyllabic Word Reading Intervention With and Without Motivation,Group,randomized,40,40,10,,4th-5th elementary,,,120,Child,,,Effective,LMM covarying pre-test,regression contrasts,p < 0.05,no,Benjamini-Hochberg on all tests,Cohen d,35.5,0.497066604,0.024598932
33,Toste,2019,Toste et al. (2019),Replication of an Experimental Study Investigating the Efficacy of a Multisyllabic Word Reading Intervention With and Without Motivational Beliefs Training for Struggling Readers,Published,Usa,Multisyllabic reading vs Control,38,Woodcock-Johnson III e TOWRE-2,"words, nonwords",standardized,Assessed by the authors,Business as usual control,82.35,10.46,34,82.19,6.45,37,88.26,9.59,34,87.53,7.31,36,,Pseudoword,PDE (Test of word reading efficiency-2),.83-.96,Positivo,pre-post,Phonics instruction,phonics instruction,Multisyllabic Word Reading Intervention With and Without Motivation,Group,randomized,40,40,10,,4th-5th elementary,,,120,Child,,,Effective,LMM covarying pre-test,regression contrasts,p < 0.05,no,Benjamini-Hochberg on all tests,Cohen d,35.5,0.065523724,0.022777136
33,Toste,2019,Toste et al. (2019),Replication of an Experimental Study Investigating the Efficacy of a Multisyllabic Word Reading Intervention With and Without Motivational Beliefs Training for Struggling Readers,Published,Usa,Multisyllabic reading+Motivation vs Control,39,Woodcock-Johnson III e TOWRE-2,"words, nonwords",standardized,Assessed by the authors,Business as usual control,38.89,5.16,38,38,3.79,37,47.13,0.96,38,39.5,3.31,36,,Word,BW Affix List,.83-.96,Positivo,pre-post,Phonics instruction,phonics instruction,Multisyllabic Word Reading Intervention With and Without Motivation,Group,randomized,40,40,10,,4th-5th elementary,,,120,Child,,,Effective,LMM covarying pre-test,regression contrasts,p < 0.05,no,Benjamini-Hochberg on all tests,Cohen d,37.5,1.470445813,0.036794306
33,Toste,2019,Toste et al. (2019),Replication of an Experimental Study Investigating the Efficacy of a Multisyllabic Word Reading Intervention With and Without Motivational Beliefs Training for Struggling Readers,Published,Usa,Multisyllabic reading+Motivation vs Control,39,Woodcock-Johnson III e TOWRE-2,"words, nonwords",standardized,Assessed by the authors,Business as usual control,67.63,15.25,38,62.81,14.46,37,79.92,9.72,38,66.89,13.06,36,,Word,Big word list,.83-.96,Positivo,pre-post,Phonics instruction,phonics instruction,Multisyllabic Word Reading Intervention With and Without Motivation,Group,randomized,40,40,10,,4th-5th elementary,,,120,Child,,,Effective,LMM covarying pre-test,regression contrasts,p < 0.05,no,Benjamini-Hochberg on all tests,Cohen d,37.5,0.546585992,0.023603045
33,Toste,2019,Toste et al. (2019),Replication of an Experimental Study Investigating the Efficacy of a Multisyllabic Word Reading Intervention With and Without Motivational Beliefs Training for Struggling Readers,Published,Usa,Multisyllabic reading+Motivation vs Control,39,Woodcock-Johnson III e TOWRE-2,"words, nonwords",standardized,Assessed by the authors,Business as usual control,99.08,9.41,38,94.78,5.43,37,99.53,8.88,38,93.42,5.9,36,,Word,WID (Woodcock-johnson III),.83-.96,Positivo,pre-post,Phonics instruction,phonics instruction,Multisyllabic Word Reading Intervention With and Without Motivation,Group,randomized,40,40,10,,4th-5th elementary,,,120,Child,,,Effective,LMM covarying pre-test,regression contrasts,p < 0.05,no,Benjamini-Hochberg on all tests,Cohen d,37.5,0.232384919,0.021870452
33,Toste,2019,Toste et al. (2019),Replication of an Experimental Study Investigating the Efficacy of a Multisyllabic Word Reading Intervention With and Without Motivational Beliefs Training for Struggling Readers,Published,Usa,Multisyllabic reading+Motivation vs Control,39,Woodcock-Johnson III e TOWRE-2,"words, nonwords",standardized,Assessed by the authors,Business as usual control,98.63,9.41,38,94.62,7.21,37,98.34,7.83,38,92.97,6.16,36,,Pseudoword,WAT (Woodcock-johnson III),.83-.96,Positivo,pre-post,Phonics instruction,phonics instruction,Multisyllabic Word Reading Intervention With and Without Motivation,Group,randomized,40,40,10,,4th-5th elementary,,,120,Child,,,Effective,LMM covarying pre-test,regression contrasts,p < 0.05,no,Benjamini-Hochberg on all tests,Cohen d,37.5,0.160285012,0.021670037
33,Toste,2019,Toste et al. (2019),Replication of an Experimental Study Investigating the Efficacy of a Multisyllabic Word Reading Intervention With and Without Motivational Beliefs Training for Struggling Readers,Published,Usa,Multisyllabic reading+Motivation vs Control,39,Woodcock-Johnson III e TOWRE-2,"words, nonwords",standardized,Assessed by the authors,Business as usual control,85.05,8.95,38,86.03,6.64,37,93.13,7.85,38,89.08,8.53,36,,Word,SWE (Test of word reading efficiency-2),.83-.96,Positivo,pre-post,Phonics instruction,phonics instruction,Multisyllabic Word Reading Intervention With and Without Motivation,Group,randomized,40,40,10,,4th-5th elementary,,,120,Child,,,Effective,LMM covarying pre-test,regression contrasts,p < 0.05,no,Benjamini-Hochberg on all tests,Cohen d,37.5,0.630484817,0.024302123
33,Toste,2019,Toste et al. (2019),Replication of an Experimental Study Investigating the Efficacy of a Multisyllabic Word Reading Intervention With and Without Motivational Beliefs Training for Struggling Readers,Published,Usa,Multisyllabic reading+Motivation vs Control,39,Woodcock-Johnson III e TOWRE-2,"words, nonwords",standardized,Assessed by the authors,Business as usual control,84.89,11.32,38,82.19,6.45,37,92.08,10.63,38,87.53,7.31,36,,Pseudoword,PDE (Test of word reading efficiency-2),.83-.96,Positivo,pre-post,Phonics instruction,phonics instruction,Multisyllabic Word Reading Intervention With and Without Motivation,Group,randomized,40,40,10,,4th-5th elementary,,,120,Child,,,Effective,LMM covarying pre-test,regression contrasts,p < 0.05,no,Benjamini-Hochberg on all tests,Cohen d,37.5,0.198050799,0.021765835
34,Wang,2017,Wang (2017),Effects of phonological training on the reading and reading-related abilities of Hong Kong children with dyslexia,Published,China,Phonological training vs Control,40,,,standardized,Clinical assessment,Control,47.96,4.76,28,47.11,5.04,28,49.29,4.39,28,46.14,5.24,28,,Character,Character reading,.94 (.81 in the sample),Positivo,pre-post,Phonemic awareness instruction,phonemic awareness instruction,Phonological awareness,Group,randomized,20,225,3,,,99.82,97.21,98.515,Child,Average IQ,Average IQ,Effective,ANOVAs covarying pre-test,pairwise t-test various,p < 0.05,no,no,Cohen d,28,0.462649361,0.030920776
35,Wang,2019,Wang et al. (2019),Distinct effects of visual and auditory temporal processing training on reading and reading-related abilities in Chinese children with dyslexia,Published,China,Visual training vs Control,41,,,for research,Clinical assessment,Control,27.04,4.27,23,26.39,5.03,23,28.83,4.15,23,24.83,4.97,23,,Characters,Character reading measure The,.94 (.78 in the sample),Positivo,pre-post,Neuropsychological,temporal order judgement,Temporal order judgment (TOJ) tasks visual,Computer,randomized,35,12,3.5,,,96.96,91.8,94.38,Child,Raven 98.17,Raven 94.96,Effective,ANOVAs interaction,pairwise t-test various,p < 0.05,no,no,Cohen d,23,0.705727294,0.041181169
35,Wang,2019,Wang et al. (2019),Distinct effects of visual and auditory temporal processing training on reading and reading-related abilities in Chinese children with dyslexia,Published,China,Auditory training vs Control,42,,,for research,Clinical assessment,Control,26.26,5.43,23,26.39,5.03,23,26.17,3.43,23,24.83,4.97,23,,Characters,Character reading measure The,.94 (.78 in the sample),Positivo,pre-post,Neuropsychological,temporal order judgement,Temporal order judgment (TOJ) tasks auditory,Computer,randomized,35,12,3.5,,,96.96,91.8,94.38,Child,Raven 98.17,Raven 94.96,Effective,ANOVAs interaction,pairwise t-test various,p < 0.05,no,no,Cohen d,23,0.27605062,0.036115396
36,Werth,2019,Werth (2019),What causes dyslexia? Identifying the causes and effective compensatory therapy,Published,Germany,Compensatory training vs Control,43,,"text, words",standardized,Clinical assessment,no therapy,11.95,6.12,20,12.1,8.19,20,5.1,2.83,20,13.9,8.04,20,,Text,"first part of cards 3,4,5 (ZLT)",,Negativo,pre-post,Phonics instruction,phonics instruction,Compensatory reading therapy,Computer,unclear,45,,,123,,121.8,124.05,122.925,Child,Average IQ,Average IQ,Effective,"Effect size confidence intervals, by group",,p < .005 as evidence,yes,Bonferroni-Holm on multiple comparisons,Cohen d,20,1.172720075,0.059855704
37,Wolff,2014,Wolff (2014),"RAN as a predictor of reading skills, and vice versa: Results from a randomised reading intervention",Published,Sweden,Phonemic awareness vs Control,44,"IEA Reading Literacy Studies (Lundberg, 2001","reading speed, comprehension",standardized,Assessed by the authors,Control,16,6.26,57,16.8,7.22,55,24.4,8.9,57,22.7,8.91,55,,Comprehension,ReadingComprehension,,Positivo,pre-post,Mixed,Mixed,"training of phonics, reading comprehension strategies and reading speed.",Individual,randomized,40,60,12,111,,,,111,Child,Matched IQ,Matched IQ,Inconsistent_Other,SEM regression covarying pre-test,,p < 0.05,no,no,unclear,56,0.367928784,0.014985534
37,Wolff,2014,Wolff (2014),"RAN as a predictor of reading skills, and vice versa: Results from a randomised reading intervention",Published,Sweden,Phonemic awareness vs Control,44,"IEA Reading Literacy Studies (Lundberg, 2001","reading speed, comprehension",standardized,Assessed by the authors,Control,35,20.8,57,37,19.8,55,56,24.1,57,54,24.4,55,,Word,"Readingspeed,words/min",,Positivo,pre-post,Mixed,Mixed,"training of phonics, reading comprehension strategies and reading speed.",Individual,randomized,40,60,12,111,,,,111,Child,Matched IQ,Matched IQ,Inconsistent_Other,SEM regression covarying pre-test,,p < 0.05,no,no,unclear,56,0.195550956,0.014534304
37,Wolff,2014,Wolff (2014),"RAN as a predictor of reading skills, and vice versa: Results from a randomised reading intervention",Published,Sweden,Phonemic awareness vs Control,44,"IEA Reading Literacy Studies (Lundberg, 2001","reading speed, comprehension",standardized,Assessed by the authors,Control,16,6.26,57,16.8,7.22,55,22.4,5.82,57,20.5,8.4,55,,Comprehension,ReadingComprehension,,Positivo,pre-followup,Mixed,Mixed,"training of phonics, reading comprehension strategies and reading speed.",Individual,randomized,40,60,12,111,,,,111,Child,Matched IQ,Matched IQ,Inconsistent_Other,SEM regression covarying pre-test,,p < 0.05,no,no,unclear,56,0.397363087,0.015090179
37,Wolff,2014,Wolff (2014),"RAN as a predictor of reading skills, and vice versa: Results from a randomised reading intervention",Published,Sweden,Phonemic awareness vs Control,44,"IEA Reading Literacy Studies (Lundberg, 2001","reading speed, comprehension",standardized,Assessed by the authors,Control,35,20.8,57,37,19.8,55,86,3.44,57,87,4.02,55,,Word,"Readingspeed,words/min",,Positivo,pre-followup,Mixed,Mixed,"training of phonics, reading comprehension strategies and reading speed.",Individual,randomized,40,60,12,111,,,,111,Child,Matched IQ,Matched IQ,Inconsistent_Other,SEM regression covarying pre-test,,p < 0.05,no,no,unclear,56,0.048887739,0.01436776
38,Wolff,2016,Wolff (2016),Effects of a Randomized Reading Intervention Study Aimed at 9-Year-Olds: A 5-Year Follow-up,Published,Sweden,Mixed training vs Control,45,,,standardized,Assessed by the authors,Control,9.35,4,57,9.81,4.61,55,14.53,5.25,57,13.3,5.38,55,,Comprehension,ReadingComprehension,0.84,Positivo,pre-post,Mixed,mixed,(1) phonemic decoding/awareness; (2) reading comprehension strategies; and (3) fluency training,Individual,randomized,40,60,12,111,,,,111,Child,,,Inconsistent_Other,,,,,,Cohen d,56,0.389408696,0.015061106
38,Wolff,2016,Wolff (2016),Effects of a Randomized Reading Intervention Study Aimed at 9-Year-Olds: A 5-Year Follow-up,Published,Sweden,Mixed training vs Control,45,,,standardized,Assessed by the authors,Control,68.26,41.5,57,72.62,40.17,55,105.91,47.68,57,98.91,47.51,55,,Word,"ReadingSpeed,Words/minute",0.84,Positivo,pre-post,Mixed,mixed,(1) phonemic decoding/awareness; (2) reading comprehension strategies; and (3) fluency training,Individual,randomized,40,60,12,111,,,,111,Child,,,Inconsistent_Other,,,,,,Cohen d,56,0.276173269,0.014710982
38,Wolff,2016,Wolff (2016),Effects of a Randomized Reading Intervention Study Aimed at 9-Year-Olds: A 5-Year Follow-up,Published,Sweden,Mixed training vs Control,45,,,standardized,Assessed by the authors,Control,42.33,17.35,57,43.73,17.38,55,67.78,24.32,57,61.86,19.99,55,,Word,WordDecoding,0.84,Positivo,pre-post,Mixed,mixed,(1) phonemic decoding/awareness; (2) reading comprehension strategies; and (3) fluency training,Individual,randomized,40,60,12,111,,,,111,Child,,,Inconsistent_Other,,,,,,Cohen d,56,0.418663328,0.015170926
38,Wolff,2016,Wolff (2016),Effects of a Randomized Reading Intervention Study Aimed at 9-Year-Olds: A 5-Year Follow-up,Published,Sweden,Mixed training vs Control,45,,,standardized,Assessed by the authors,Control,9.35,4,57,9.81,4.61,55,13.72,5.2,47,12.94,5.33,37,,Comprehension,ReadingComprehension,0.84,Positivo,pre-followup,Mixed,mixed,(1) phonemic decoding/awareness; (2) reading comprehension strategies; and (3) fluency training,Individual,randomized,40,60,12,111,,,,111,Child,,,Inconsistent_Other,,,,,,Cohen d,56,0.28571999,0.014735902
38,Wolff,2016,Wolff (2016),Effects of a Randomized Reading Intervention Study Aimed at 9-Year-Olds: A 5-Year Follow-up,Published,Sweden,Mixed training vs Control,45,,,standardized,Assessed by the authors,Control,68.26,41.5,57,72.62,40.17,55,110.21,25.31,47,105.25,25.08,37,,Word,"ReadingSpeed,Words/minute",0.84,Positivo,pre-followup,Mixed,mixed,(1) phonemic decoding/awareness; (2) reading comprehension strategies; and (3) fluency training,Individual,randomized,40,60,12,111,,,,111,Child,,,Inconsistent_Other,,,,,,Cohen d,56,0.226578774,0.014595151
38,Wolff,2016,Wolff (2016),Effects of a Randomized Reading Intervention Study Aimed at 9-Year-Olds: A 5-Year Follow-up,Published,Sweden,Mixed training vs Control,45,,,standardized,Assessed by the authors,Control,42.33,17.35,57,43.73,17.38,55,104.17,25.61,47,94.35,27.34,37,,Word,WordDecoding,0.84,Positivo,pre-followup,Mixed,mixed,(1) phonemic decoding/awareness; (2) reading comprehension strategies; and (3) fluency training,Individual,randomized,40,60,12,111,,,,111,Child,,,Inconsistent_Other,,,,,,Cohen d,56,0.641721658,0.016269729
39,Yang,2017,Yang et al. (2017),Specific effects of working memory training on the reading skills of Chinese children with developmental dyslexia,Published,China,Verbal WM intervention vs Control,46,,words,standardized,Clinical assessment,video game training,0.46,0.2,12,0.55,0.19,11,0.53,0.21,12,0.65,0.21,11,,Lexical decision,Ortographic awareness test (accuracy rate),,Positivo,pre-post,Working memory,Working memory,Phonological wm training program,Computer,randomized,15,15,3,,,116.52,116.64,116.5773913,Child,normal nonverbal IQ,normal nonverbal IQ,Inconsistent_Other,ANOVAs interaction,no,p < 0.05,no,no,partial eta square,11.5,-0.14805618,0.072153106
39,Yang,2017,Yang et al. (2017),Specific effects of working memory training on the reading skills of Chinese children with developmental dyslexia,Published,China,Verbal WM intervention vs Control,46,,words,standardized,Clinical assessment,video game training,640.71,174.28,12,677.06,155.84,11,699.73,135.85,12,782.08,144.86,11,,Lexical decision,Ortographic awareness test (reaction time) ms,,Negativo,pre-post,Working memory,Working memory,Phonological wm training program,Computer,randomized,15,15,3,,,116.52,116.64,116.5773913,Child,normal nonverbal IQ,normal nonverbal IQ,Inconsistent_Other,ANOVAs interaction,no,p < 0.05,no,no,partial eta square,11.5,0.267487104,0.073483581
39,Yang,2017,Yang et al. (2017),Specific effects of working memory training on the reading skills of Chinese children with developmental dyslexia,Published,China,Verbal WM intervention vs Control,46,,words,standardized,Clinical assessment,video game training,36.16,11.09,12,32.2,7.39,11,30.71,6.61,12,34.26,6.77,11,,Word,Fast word naming test (s),,Negativo,pre-post,Working memory,Working memory,Phonological wm training program,Computer,randomized,15,15,3,,,116.52,116.64,116.5773913,Child,normal nonverbal IQ,normal nonverbal IQ,Inconsistent_Other,ANOVAs interaction,no,p < 0.05,no,no,partial eta square,11.5,0.761202365,0.087099107
39,Yang,2017,Yang et al. (2017),Specific effects of working memory training on the reading skills of Chinese children with developmental dyslexia,Published,China,Visuospatial WM intervention vs Control,47,,words,standardized,Clinical assessment,video game training,0.62,0.2,11,0.69,0.22,11,0.82,0.14,11,0.6,0.16,11,,Word,Ortographic awareness test (accuracy rate),,Positivo,pre-post,Working memory,Working memory,Visuospatial wm training program,Computer,randomized,15,15,3,,,119.64,115.68,117.66,Child,normal nonverbal IQ,normal nonverbal IQ,Inconsistent_Other,ANOVAs interaction,no,p < 0.05,no,no,partial eta square,11,1.32700746,0.124666574
39,Yang,2017,Yang et al. (2017),Specific effects of working memory training on the reading skills of Chinese children with developmental dyslexia,Published,China,Visuospatial WM intervention vs Control,47,,words,standardized,Clinical assessment,video game training,666.17,136.15,11,750.93,134.23,11,690.55,122.74,11,666.32,152.36,11,,Word,Ortographic awareness test (reaction time) ms,,Negativo,pre-post,Working memory,Working memory,Visuospatial wm training program,Computer,randomized,15,15,3,,,119.64,115.68,117.66,Child,normal nonverbal IQ,normal nonverbal IQ,Inconsistent_Other,ANOVAs interaction,no,p < 0.05,no,no,partial eta square,11,-0.775563989,0.091824903
39,Yang,2017,Yang et al. (2017),Specific effects of working memory training on the reading skills of Chinese children with developmental dyslexia,Published,China,Visuospatial WM intervention vs Control,47,,words,standardized,Clinical assessment,video game training,36.32,7.9,11,37.49,8.64,11,32.63,7.96,11,38.08,9.86,11,,Word,Fast word naming test (s),,Negativo,pre-post,Working memory,Working memory,Visuospatial wm training program,Computer,randomized,15,15,3,,,119.64,115.68,117.66,Child,normal nonverbal IQ,normal nonverbal IQ,Inconsistent_Other,ANOVAs interaction,no,p < 0.05,no,no,partial eta square,11,0.497382542,0.081794652
40,Zhao,2019,Zhao et al. (2019),Improving sentence reading performance in Chinese children with developmental dyslexia by training based on visual attention span,Published,China,VAS training vs Controls VAS-impaired,48,,Characters,unstandardized,Clinical assessment,Control,0.515,0.091,10,0.515,0.091,10,0.573,0.109,10,0.492,0.146,10,,Characters,VAS_acc,,Positivo,pre-post,Neuropsychological,Visual attention training,Visual attention span,Computer,randomized,30,10,4,,,121.2,120.36,120.78,Child,Raven and Vocabulary Matched IQ,Raven and Vocabulary Matched IQ,Effective,Non-parametric comparison various,,p < 0.05,yes,no,no,10,0.852499613,0.105766247
40,Zhao,2019,Zhao et al. (2019),Improving sentence reading performance in Chinese children with developmental dyslexia by training based on visual attention span,Published,China,VAS training vs Controls VAS-impaired,48,,Characters,unstandardized,Clinical assessment,Control,76.45,111.73,10,92.09,104.4,10,88.04,95.24,10,89.82,47.62,10,,Characters,CHAo,.85-.93,Positivo,pre-post,Neuropsychological,Visual attention training,Visual attention span,Computer,randomized,30,10,4,,,121.2,120.36,120.78,Child,Raven and Vocabulary Matched IQ,Raven and Vocabulary Matched IQ,Effective,Non-parametric comparison various,,p < 0.05,yes,no,no,10,0.122766285,0.083036406
40,Zhao,2019,Zhao et al. (2019),Improving sentence reading performance in Chinese children with developmental dyslexia by training based on visual attention span,Published,China,VAS training vs Controls VAS-impaired,48,,Characters,unstandardized,Clinical assessment,Control,96.2,118.64,10,95.24,76.05,10,141.41,206.86,10,142.38,173.4,10,,Characters,CHAs,.85-.93,Positivo,pre-post,Neuropsychological,Visual attention training,Visual attention span,Computer,randomized,30,10,4,,,121.2,120.36,120.78,Child,Raven and Vocabulary Matched IQ,Raven and Vocabulary Matched IQ,Effective,Non-parametric comparison various,,p < 0.05,yes,no,no,10,-0.018549987,0.082566039
40,Zhao,2019,Zhao et al. (2019),Improving sentence reading performance in Chinese children with developmental dyslexia by training based on visual attention span,Published,China,VAS training vs Controls VAS-impaired,48,,Characters,unstandardized,Clinical assessment,Control,0.73,0.281,10,0.737,0.195,10,0.822,0.134,10,0.776,0.183,10,,Characters,SENo_acc,.85-.93,Positivo,pre-post,Neuropsychological,Visual attention training,Visual attention span,Computer,randomized,30,10,4,,,121.2,120.36,120.78,Child,Raven and Vocabulary Matched IQ,Raven and Vocabulary Matched IQ,Effective,Non-parametric comparison various,,p < 0.05,yes,no,no,10,0.209881658,0.083961932
40,Zhao,2019,Zhao et al. (2019),Improving sentence reading performance in Chinese children with developmental dyslexia by training based on visual attention span,Published,China,VAS training vs Controls VAS-impaired,48,,Characters,unstandardized,Clinical assessment,Control,153.48,321.14,10,124.63,156.92,10,152.33,200.71,10,129.25,164.22,10,,Characters,SENo_speed,.85-.93,Positivo,pre-post,Neuropsychological,Visual attention training,Visual attention span,Computer,randomized,30,10,4,,,121.2,120.36,120.78,Child,Raven and Vocabulary Matched IQ,Raven and Vocabulary Matched IQ,Effective,Non-parametric comparison various,,p < 0.05,yes,no,no,10,-0.021865166,0.082570318
40,Zhao,2019,Zhao et al. (2019),Improving sentence reading performance in Chinese children with developmental dyslexia by training based on visual attention span,Published,China,VAS training vs Controls VAS-impaired,48,,Characters,unstandardized,Clinical assessment,Control,0.728,0.414,10,0.712,0.28,10,0.801,0.231,10,0.708,0.231,10,,Characters,SENs_acc,.85-.93,Positivo,pre-post,Neuropsychological,Visual attention training,Visual attention span,Computer,randomized,30,10,4,,,121.2,120.36,120.78,Child,Raven and Vocabulary Matched IQ,Raven and Vocabulary Matched IQ,Effective,Non-parametric comparison various,,p < 0.05,yes,no,no,10,0.208671697,0.083945758
40,Zhao,2019,Zhao et al. (2019),Improving sentence reading performance in Chinese children with developmental dyslexia by training based on visual attention span,Published,China,VAS training vs Controls VAS-impaired,48,,Characters,unstandardized,Clinical assessment,Control,305.28,261.08,10,272.64,443.22,10,314.88,352.15,10,226.56,321.79,10,,Characters,SENs_speed,.85-.93,Positivo,pre-post,Neuropsychological,Visual attention training,Visual attention span,Computer,randomized,30,10,4,,,121.2,120.36,120.78,Child,Raven and Vocabulary Matched IQ,Raven and Vocabulary Matched IQ,Effective,Non-parametric comparison various,,p < 0.05,yes,no,no,10,0.146610252,0.083241544
